左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
24.5% (24),24.5% (24),24.5% (24),32.7% (32),32.7% (32),32.7% (32),42.9% (42),42.9% (42),42.9% (42)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
18.2% (6),33.3% (1),27.4% (17),48.5% (16),33.3% (1),24.2% (15),33.3% (11),33.3% (1),48.4% (30)
