条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.417,14,12,5,1,0,1,0,0,1,1,0,0.462
1-0より,0.75,4,4,3,0,0,1,0,0,0,0,0,0.75
2-0より,0.5,2,2,1,1,0,0,0,0,0,0,0,0.5
3-0より,1.0,2,1,1,0,0,1,0,1,0,0,0,1.0
0-1より,0.333,9,9,3,1,1,0,0,0,0,0,0,0.333
1-1より,0.462,15,13,6,1,0,0,0,0,1,1,0,0.5
2-1より,0.571,7,7,4,1,0,0,0,0,0,0,0,0.571
3-1より,0.0,6,3,0,0,0,0,0,3,0,0,0,0.5
0-2より,0.143,14,14,2,1,0,0,7,0,0,0,0,0.143
1-2より,0.16,26,25,4,1,0,0,17,0,1,0,0,0.192
2-2より,0.115,26,26,3,1,0,0,8,0,0,0,0,0.115
3-2より,0.174,32,23,4,2,1,0,8,9,0,0,0,0.406
