打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,21,11,0.524,0,1,1,0,0,0.545
2打席目,19,3,0.158,0,6,3,0,0,0.273
3打席目,19,2,0.105,1,6,2,1,0,0.19
4打席目,16,4,0.25,1,8,2,1,0,0.333
5打席目以上,8,2,0.25,0,2,0,0,0,0.25
