アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,27,35.5%,安打,18,47.4%
フライ,25,32.9%,四死球,18,47.4%
空三振,14,18.4%,失策出塁,2,5.3%
見三振,6,7.9%,野選,0,0.0%
犠打,4,5.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
