種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,5.4,14,0,14,2,2,0,0,2,2,2,2,11.2,14,0,13,7,0,8,7,1.8,0.304,-,1.46
Nighter,1.93,13,0,13,0,0,0,1,0,1,0,0,14.0,9,0,17,3,0,3,3,0.86,0.18,-,4.67
