アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,82,26.0%,安打,115,71.4%
フライ,88,27.9%,四死球,42,26.1%
空三振,102,32.4%,失策出塁,4,2.5%
見三振,42,13.3%,野選,0,0.0%
犠打,1,0.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
