球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,995,42.7%,146.7,42,222,202,317,46.8%,9.2%,0.322,233,75,2,28,21,2
カットボール,509,21.9%,138.1,55,66,106,154,44.6%,19.0%,0.215,149,32,2,24,9,2
チェンジアップ,450,19.3%,130.8,76,49,78,171,45.1%,33.0%,0.137,95,13,2,22,2,1
カーブ,282,12.1%,114.4,26,53,46,101,44.3%,20.3%,0.217,69,15,0,15,1,0
フォーク,74,3.2%,139.7,3,6,22,29,41.9%,7.7%,0.267,15,4,0,1,1,0
スライダー,18,0.8%,126.8,2,0,5,9,38.9%,22.2%,0.25,4,1,0,2,0,0
