条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.247,303,275,68,7,0,3,42,17,2,8,1
対左打者,0.248,319,290,72,11,0,3,50,20,3,5,1
