球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.275,59,221,204,21,56,12,2,5,87,31,45,15,0,1,0,1,2,1,0,.326,.426,0.752
東京ドーム,.194,10,39,36,3,7,1,0,1,11,4,9,2,0,0,0,1,0,1,0,.231,.306,0.536
甲子園,.244,11,47,41,2,10,0,0,0,10,5,4,4,0,1,0,1,0,0,0,.319,.244,0.563
横浜,.195,11,47,41,6,8,1,0,4,21,9,15,5,0,0,0,1,0,0,1,.277,.512,0.789
神宮,.229,11,37,35,3,8,2,0,1,13,5,9,2,0,0,0,0,0,0,1,.270,.371,0.642
バンテリンドーム,.189,9,38,37,1,7,1,1,0,10,2,7,1,0,0,0,0,0,0,0,.211,.270,0.481
Ce その他,.182,3,13,11,0,2,0,0,0,2,1,3,2,0,0,0,0,0,0,0,.308,.182,0.49
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.273,3,11,11,1,3,1,0,0,4,2,3,0,0,0,0,0,0,0,0,.273,.364,0.636
ZOZOマリン,.111,3,10,9,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,.200,.111,0.311
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.333,3,14,12,2,4,0,0,0,4,2,2,1,0,0,0,1,0,1,0,.357,.333,0.69
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
