左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
45.7% (155),45.7% (155),45.7% (155),22.4% (76),22.4% (76),22.4% (76),31.9% (108),31.9% (108),31.9% (108)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
48.4% (46),90.9% (10),42.5% (99),30.5% (29),9.1% (1),19.7% (46),21.1% (20),0.0% (0),37.8% (88)
