打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,97,26,0.268,1,14,14,0,2,0.354
2打席目,103,27,0.262,5,24,8,0,2,0.31
3打席目,107,33,0.308,5,21,5,0,0,0.339
4打席目,91,15,0.165,0,28,5,0,0,0.208
5打席目以上,28,5,0.179,0,8,3,0,1,0.25
