チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,1.74,11,0,11,0,0,3,3,3,3,0,0,10.1,5,1,9,8,0,2,2,1.26,0.143,-,5.17
日本ハム,0.0,8,0,8,0,0,5,1,5,1,0,0,8.0,4,0,12,0,0,0,0,0.5,0.143,-,99.0
ロッテ,1.59,12,0,12,1,0,4,3,5,4,1,0,11.1,8,1,13,0,0,3,2,0.71,0.19,-,3.78
オリックス,1.86,10,0,10,1,0,4,2,5,3,1,0,9.2,11,1,9,1,0,2,2,1.24,0.306,-,4.83
西武,0.77,12,0,12,0,1,4,3,4,3,0,1,11.2,9,0,13,6,0,2,1,1.29,0.225,-,5.83
