条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.353,39,34,12,3,0,0,0,1,2,1,1,0.395
1-0より,0.433,34,30,13,2,0,2,0,0,1,2,1,0.438
2-0より,0.625,8,8,5,0,0,1,0,0,0,0,0,0.625
3-0より,1.0,10,1,1,0,0,0,0,9,0,0,0,1.0
0-1より,0.3,31,30,9,2,0,1,0,0,0,1,0,0.3
1-1より,0.426,48,47,20,0,0,0,0,0,1,0,0,0.438
2-1より,0.259,29,27,7,1,1,0,0,0,1,0,1,0.276
3-1より,0.545,32,11,6,1,0,1,0,21,0,0,0,0.844
0-2より,0.036,28,28,1,0,0,0,14,0,0,0,0,0.036
1-2より,0.24,76,75,18,2,0,0,32,0,1,0,0,0.25
2-2より,0.26,77,77,20,2,0,0,32,0,0,0,0,0.26
3-2より,0.23,105,74,17,4,0,1,31,31,0,0,0,0.457
