球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,1032,46.6%,147.2,68,200,197,398,45.1%,15.7%,.280,225,63,5,59,29,3
スライダー,306,13.8%,129.3,38,69,33,133,45.8%,36.5%,.250,52,13,0,19,7,1
カットボール,222,10.0%,137.8,19,53,31,83,46.4%,22.1%,.318,44,14,0,8,8,0
フォーク,158,7.1%,136.7,21,20,22,69,39.9%,30.4%,.200,35,7,0,10,5,0
ツーシーム,100,4.5%,143.7,4,16,13,48,33.0%,11.1%,.500,18,9,0,0,5,0
チェンジアップ,99,4.5%,130.8,9,16,15,40,40.4%,20.9%,.368,19,7,0,2,1,1
カーブ,90,4.1%,116.2,3,30,6,38,43.3%,13.6%,.467,15,7,0,2,1,0
スプリット,75,3.4%,138.4,6,15,9,33,40.0%,22.2%,.143,14,2,0,2,2,0
シンカー,39,1.8%,133.9,5,9,7,13,53.8%,29.4%,.333,9,3,0,4,2,0
シュート,31,1.4%,141.8,2,9,6,9,54.8%,15.4%,.500,6,3,1,1,0,1
ナックルカーブ,23,1.0%,124.0,0,5,2,15,30.4%,0.0%,1.000,1,1,0,0,0,0
縦スライダー,22,1.0%,132.4,1,3,4,12,36.4%,14.3%,.000,3,0,0,1,1,0
パワーカーブ,13,0.6%,123.4,1,8,1,3,76.9%,50.0%,.000,1,0,0,1,0,0
スローカーブ,1,0.0%,95.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
パーム,1,0.0%,129.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
ワンシーム,1,0.0%,148.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
