アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,124,39.2%,安打,129,64.2%
フライ,80,25.3%,四死球,68,33.8%
空三振,68,21.5%,失策出塁,4,2.0%
見三振,41,13.0%,野選,0,0.0%
犠打,3,0.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
