打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.311,39,158,135,17,42,6,1,2,56,19,37,22,1,0,0,1,1,1,1,0.405,0.415,0.82
Nighter,0.283,92,359,307,37,87,11,0,4,110,31,72,40,0,6,4,2,1,1,1,0.375,0.358,0.733
