条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.132,45,38,5,0,0,0,6,5,1,1,0
対左打者,0.393,39,28,11,4,2,0,4,10,0,1,0
