条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.167,6,6,1,0,0,1,0,0,0,0,0,0.167
1-0より,.000,3,3,0,0,0,0,0,0,0,0,0,0.0
2-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.667,3,3,2,1,0,0,0,0,0,0,0,0.667
1-1より,.500,4,4,2,1,0,0,0,0,0,0,0,0.5
2-1より,.500,2,2,1,1,0,0,0,0,0,0,0,0.5
3-1より,.000,3,2,0,0,0,0,0,1,0,0,0,0.333
0-2より,.000,2,2,0,0,0,0,1,0,0,0,0,0.0
1-2より,.000,8,8,0,0,0,0,4,0,0,0,0,0.0
2-2より,.077,13,13,1,0,0,0,7,0,0,0,0,0.077
3-2より,.286,8,7,2,0,0,0,1,1,0,0,0,0.375
