球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,148,62.7%,150.3,19,16,41,46,51.4%,22.1%,0.281,32,9,1,6,3,0
カットボール,47,19.9%,141.2,5,4,7,24,34.0%,26.3%,0.0,9,0,0,2,0,0
カーブ,22,9.3%,130.0,3,3,6,8,54.5%,27.3%,0.0,4,0,0,2,0,0
フォーク,19,8.1%,136.3,6,0,3,8,47.4%,54.5%,0.0,5,0,0,3,0,0
