条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,.128,40,39,5,2,0,0,11,1,0,0,0,.150
1塁,.250,8,8,2,0,0,1,2,0,0,0,0,.250
2塁,.000,2,1,0,0,0,0,0,1,0,0,0,.500
3塁,-,0,0,0,0,0,0,0,0,0,0,0,-
1・2塁,1.000,2,1,1,1,0,0,0,1,0,0,0,1.000
1・3塁,1.000,1,1,1,0,0,0,0,0,0,0,0,1.000
2・3塁,-,1,0,0,0,0,0,0,1,0,0,0,1.000
満塁,-,0,0,0,0,0,0,0,0,0,0,0,-
得点圏,.667,6,3,2,1,0,0,0,3,0,0,0,.833
