防御率7.36,試合4,先発0,救援4,連投(試)0,連投(日)0,勝利0,敗戦0,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
-,3.2,19,64,17.5,5,0,1,4,0,0,1,1,3,3,2.45,-
