打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,86,29,0.337,0,12,2,1,0,0.352
2打席目,78,27,0.346,1,9,6,3,2,0.384
3打席目,84,24,0.286,1,9,2,0,2,0.295
4打席目,73,14,0.192,0,14,4,1,1,0.231
5打席目以上,21,5,0.238,0,1,3,0,0,0.333
