打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.235,37,125,115,11,27,1,2,1,35,12,15,8,0,0,1,1,5,2,0,0.282,0.304,0.587
Nighter,0.31,74,259,242,38,75,14,5,1,102,22,34,6,0,3,4,4,15,2,5,0.329,0.421,0.751
