アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,108,41.9%,安打,102,81.0%
フライ,96,37.2%,四死球,17,13.5%
空三振,35,13.6%,失策出塁,7,5.6%
見三振,14,5.4%,野選,0,0.0%
犠打,5,1.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
