打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
1番,.313,20,93,83,13,26,7,1,2,41,12,10,6,0,2,1,1,2,1,2,.370,.494,0.864
2番,.167,3,13,12,1,2,0,1,0,4,1,2,0,0,0,1,0,0,1,0,.167,.333,0.5
3番,.305,26,111,105,14,32,0,5,0,42,10,15,2,0,0,3,1,9,1,2,.315,.400,0.715
4番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
5番,.200,5,20,20,2,4,0,0,0,4,0,1,0,0,0,0,0,3,0,0,.200,.200,0.4
6番,.345,8,31,29,4,10,1,0,0,11,6,5,1,0,0,0,1,2,0,1,.355,.379,0.734
7番,.289,11,39,38,4,11,1,0,0,12,1,6,1,0,0,0,0,1,0,0,.308,.316,0.623
8番,.345,8,33,29,6,10,4,0,0,14,2,4,3,0,0,0,1,2,1,0,.394,.483,0.877
9番,.154,8,29,26,1,4,1,0,0,5,2,2,1,0,1,0,1,0,0,0,.207,.192,0.399
