左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
44.9% (135),44.9% (135),44.9% (135),25.6% (77),25.6% (77),25.6% (77),29.6% (89),29.6% (89),29.6% (89)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
29.0% (29),0.0% (0),53.3% (106),40.0% (40),0.0% (0),18.6% (37),31.0% (31),100.0% (2),28.1% (56)
