球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,419,51.2%,146.1,72,68,82,146,53.0%,35.1%,.241,87,21,5,41,9,1
スライダー,104,12.7%,131.2,9,23,12,41,42.3%,22.5%,.333,21,7,0,5,2,0
カットボール,71,8.7%,136.2,9,13,17,21,54.9%,24.3%,.400,15,6,0,4,2,0
フォーク,61,7.5%,135.0,23,6,5,20,55.7%,65.7%,.150,20,3,0,13,0,0
チェンジアップ,48,5.9%,124.1,11,5,8,15,50.0%,39.3%,.133,15,2,0,6,0,0
ツーシーム,42,5.1%,138.8,2,4,6,18,28.6%,10.0%,.000,11,0,0,0,0,0
カーブ,33,4.0%,116.9,6,7,4,9,51.5%,35.3%,.429,7,3,0,1,0,0
スプリット,19,2.3%,135.6,4,2,3,7,47.4%,40.0%,.200,5,1,0,2,0,0
シュート,13,1.6%,144.1,0,0,5,4,38.5%,0.0%,.500,4,2,0,0,0,0
ナックルカーブ,3,0.4%,126.0,0,1,0,0,33.3%,0.0%,.000,2,0,0,0,0,0
スクリュー,2,0.2%,126.5,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
パワーカーブ,1,0.1%,121.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
シンカー,1,0.1%,132.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
ナックル,1,0.1%,97.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
