アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,33,21.7%,安打,45,73.8%
フライ,38,25.0%,四死球,14,23.0%
空三振,52,34.2%,失策出塁,1,1.6%
見三振,20,13.2%,野選,1,1.6%
犠打,9,5.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
