左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
44.3% (51),44.3% (51),44.3% (51),23.5% (27),23.5% (27),23.5% (27),32.2% (37),32.2% (37),32.2% (37)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
30.0% (12),100.0% (5),48.6% (34),32.5% (13),0.0% (0),20.0% (14),37.5% (15),0.0% (0),31.4% (22)
