打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,41,12,0.293,1,11,4,3,0,0.356
2打席目,44,12,0.273,1,11,3,1,0,0.319
3打席目,35,7,0.2,1,17,4,2,0,0.282
4打席目,29,9,0.31,1,12,2,1,1,0.344
5打席目以上,18,0,0.0,0,12,0,1,0,0.0
