条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.206,112,97,20,3,2,2,41,6,1,8,0
対左投手,0.275,100,91,25,4,3,3,31,7,0,1,1
