左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
40.4% (23),40.4% (23),40.4% (23),24.6% (14),24.6% (14),24.6% (14),35.1% (20),35.1% (20),35.1% (20)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
41.7% (5),50.0% (1),39.5% (17),33.3% (4),50.0% (1),20.9% (9),25.0% (3),0.0% (0),39.5% (17)
