アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,51,40.8%,安打,41,71.9%
フライ,45,36.0%,四死球,14,24.6%
空三振,20,16.0%,失策出塁,2,3.5%
見三振,3,2.4%,野選,0,0.0%
犠打,6,4.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
