打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.234,12,49,47,4,11,1,1,0,14,2,6,1,0,0,1,0,0,0,0,0.25,0.298,0.548
Nighter,0.263,34,133,114,10,30,7,0,2,43,10,17,11,0,2,5,1,0,0,3,0.336,0.377,0.713
