チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,.429,3,14,14,1,6,1,0,0,7,1,1,0,0,0,0,0,0,0,0,.429,.500,0.929
阪神,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ＤｅＮＡ,.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
広島,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ヤクルト,.182,3,12,11,1,2,1,0,0,3,1,0,1,0,0,0,0,0,0,0,.250,.273,0.523
中日,.111,3,9,9,1,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,.111,.222,0.333
