球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,350,45.9%,147.2,9,78,75,122,46.3%,6.0%,.364,66,24,2,6,5,2
スライダー,113,14.8%,132.0,11,22,19,42,46.0%,22.4%,.120,25,3,0,6,1,0
カットボール,77,10.1%,138.1,5,17,14,26,46.8%,14.7%,.176,17,3,0,3,3,0
フォーク,56,7.3%,135.4,6,6,5,29,30.4%,28.6%,.308,13,4,0,3,0,0
ツーシーム,53,7.0%,142.8,3,12,11,19,49.1%,13.6%,.375,8,3,0,0,1,0
チェンジアップ,41,5.4%,126.0,5,7,3,15,36.6%,26.3%,.071,14,1,0,3,1,0
カーブ,21,2.8%,115.4,0,8,0,12,38.1%,0.0%,.000,1,0,0,0,0,0
スプリット,16,2.1%,136.9,0,0,2,6,12.5%,0.0%,.000,8,0,0,0,0,0
シュート,16,2.1%,145.6,1,4,2,4,43.8%,12.5%,.500,6,3,0,1,0,0
シンカー,8,1.0%,131.8,1,0,2,4,37.5%,25.0%,.000,2,0,0,1,1,0
縦スライダー,6,0.8%,133.8,0,2,1,2,50.0%,0.0%,.000,1,0,0,0,0,0
ナックルカーブ,3,0.4%,121.3,0,0,0,3,0.0%,-%,-,0,0,0,0,0,0
スクリュー,1,0.1%,129.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
ナックル,1,0.1%,103.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
