球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
みずほPayPay,.314,25,98,86,7,27,6,0,0,33,7,13,7,0,2,2,1,0,0,1,.375,.384,0.759
エスコンＦ,.235,5,19,17,2,4,0,0,2,10,3,2,1,0,0,1,0,0,0,0,.278,.588,0.866
ZOZOマリン,.286,4,15,14,2,4,1,1,0,7,1,1,0,0,0,1,0,0,0,1,.286,.500,0.786
楽天モバイル,.000,2,8,6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,.143,.000,0.143
京セラD大阪,.167,3,14,12,2,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,.286,.167,0.452
ベルーナドーム,.222,2,9,9,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,.222,.222,0.444
Pa その他,.000,2,7,6,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,.000,.000,0.0
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,.182,3,12,11,1,2,1,0,0,3,1,0,1,0,0,0,0,0,0,0,.250,.273,0.523
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
