条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.154,31,26,4,0,0,0,8,5,0,0,0
対左打者,0.167,40,30,5,0,0,1,9,8,0,2,0
