アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,20,40.8%,安打,9,40.9%
フライ,10,20.4%,四死球,13,59.1%
空三振,14,28.6%,失策出塁,0,0.0%
見三振,3,6.1%,野選,0,0.0%
犠打,2,4.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
