防御率2.20,試合16,先発0,救援16,連投(試)1,連投(日)1,勝利0,敗戦0,HLD1,Ｓ0,ＨＰ1,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
-,16.1,71,292,17.9,9,1,17,13,0,0,1,0,6,4,1.35,-
