球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
フォーク,2,66.7%,129.5,2,0,0,0,100.0%,100.0%,.000,1,0,0,1,0,0
ストレート,1,33.3%,146.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
