打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,19,3,0.158,0,7,0,1,0,0.158
2打席目,18,2,0.111,0,5,0,1,0,0.111
3打席目,9,3,0.333,0,2,0,2,0,0.333
4打席目,7,1,0.143,0,1,0,1,0,0.143
5打席目以上,1,1,1.0,0,0,1,0,0,1.0
