種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,10.8,4,0,4,1,0,0,0,1,1,1,0,3.1,5,1,2,0,0,4,4,1.5,0.333,-,0.83
Nighter,4.38,8,0,8,0,1,1,0,1,0,0,1,12.1,13,0,7,1,0,6,6,1.14,0.289,-,2.06
