アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,81,28.5%,安打,86,77.5%
フライ,113,39.8%,四死球,22,19.8%
空三振,63,22.2%,失策出塁,3,2.7%
見三振,15,5.3%,野選,0,0.0%
犠打,12,4.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
