種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.71,3,3,0,0,2,0,0,0,0,0,0,21.0,24,0,17,3,0,5,4,1.29,0.286,0.82,-
Nighter,2.85,12,12,0,2,4,0,0,0,0,0,0,75.2,62,9,61,16,3,31,24,1.03,0.225,2.93,-
