球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,765,48.6%,148.5,49,178,191,205,54.6%,12.8%,0.256,164,42,5,34,8,2
スプリット,292,18.6%,135.0,46,27,53,112,43.2%,30.1%,0.182,77,14,0,23,6,0
スライダー,220,14.0%,128.4,31,40,35,64,48.2%,26.7%,0.27,63,17,2,14,3,0
カーブ,116,7.4%,116.8,13,31,13,45,49.1%,32.5%,0.222,18,4,0,4,1,1
チェンジアップ,93,5.9%,125.4,4,8,10,50,23.7%,11.4%,0.182,22,4,1,1,0,0
カットボール,87,5.5%,134.7,8,7,29,29,50.6%,15.7%,0.333,15,5,1,2,0,0
