球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
バンテリンドーム,3.12,6,6,0,1,3,0,0,0,0,0,0,40.1,36,4,33,11,0,15,14,1.17,0.242,3.15,-
東京ドーム,1.50,1,1,0,0,0,0,0,0,0,0,0,6.0,3,1,7,0,1,1,1,0.5,0.143,1.29,-
甲子園,1.29,1,1,0,0,0,0,0,0,0,0,0,7.0,11,0,3,0,0,2,1,1.57,0.355,1.13,-
横浜,3.86,1,1,0,0,1,0,0,0,0,0,0,7.0,5,0,5,2,1,3,3,1.0,0.208,2.25,-
マツダスタジアム,0.00,1,1,0,0,1,0,0,0,0,0,0,5.0,6,1,4,0,0,5,0,1.2,0.273,4.50,-
神宮,1.50,2,2,0,1,0,0,0,0,0,0,0,12.0,8,1,9,1,0,3,2,0.75,0.186,2.57,-
Ce その他,2.57,1,1,0,0,0,0,0,0,0,0,0,7.0,5,1,4,3,0,2,2,1.14,0.217,3.38,-
みずほPayPay,6.00,1,1,0,0,1,0,0,0,0,0,0,6.0,5,1,7,1,0,4,4,1.0,0.217,0.00,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ベルーナドーム,1.42,1,1,0,0,0,0,0,0,0,0,0,6.1,7,0,6,1,1,1,1,1.26,0.304,1.29,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
