条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.245,225,208,51,12,0,6,49,12,1,4,0
対左打者,0.232,170,151,35,3,0,3,29,7,2,8,2
