アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,5,35.7%,安打,3,42.9%
フライ,5,35.7%,四死球,4,57.1%
空三振,2,14.3%,失策出塁,0,0.0%
見三振,2,14.3%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
