月名,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
3・4月,3.22,4,4,0,0,1,0,0,0,0,0,0,22.1,25,1,22,9,0,8,8,1.52,0.275,1.88,-
5月,2.25,3,3,0,0,2,0,0,0,0,0,0,20.0,15,0,14,9,1,7,5,1.2,0.205,0.82,-
6月,4.02,3,3,0,2,0,0,0,0,0,0,0,15.2,16,0,15,3,2,8,7,1.21,0.262,9.00,-
7月,4.43,4,4,0,1,2,0,0,0,0,0,0,22.1,25,1,21,9,1,11,11,1.52,0.281,2.25,-
8月,1.71,5,5,0,2,1,0,0,0,0,0,0,31.2,33,1,29,8,1,7,6,1.29,0.262,1.85,-
9月,3.24,3,3,0,0,2,0,0,0,0,0,0,16.2,17,0,18,9,0,7,6,1.56,0.274,0.50,-
10月,0.00,1,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.0,0.0,36.00,-
11月,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
