アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,131,34.7%,安打,131,69.3%
フライ,122,32.4%,四死球,52,27.5%
空三振,84,22.3%,失策出塁,6,3.2%
見三振,35,9.3%,野選,0,0.0%
犠打,5,1.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
