球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,245,43.4%,146.1,11,51,48,88,44.9%,10.4%,.292,48,14,0,3,4,1
スライダー,89,15.8%,130.2,7,25,9,34,46.1%,23.3%,.105,19,2,0,5,1,0
チェンジアップ,64,11.3%,128.8,7,6,11,27,37.5%,22.6%,.188,16,3,0,3,2,0
カットボール,49,8.7%,134.7,3,10,15,16,57.1%,13.0%,.143,7,1,0,2,1,1
ツーシーム,37,6.6%,141.2,5,6,7,13,48.6%,27.8%,.111,9,1,1,3,0,1
フォーク,33,5.9%,135.4,3,2,6,16,33.3%,20.0%,.429,7,3,0,1,1,1
カーブ,18,3.2%,121.6,0,6,1,9,38.9%,0.0%,.000,2,0,0,0,1,0
スプリット,9,1.6%,133.8,1,0,2,3,33.3%,16.7%,.250,4,1,0,1,0,0
シュート,8,1.4%,141.1,0,1,0,4,12.5%,0.0%,.667,3,2,0,0,0,0
ナックルカーブ,7,1.2%,126.3,0,2,0,5,28.6%,-%,-,0,0,0,0,0,0
シンカー,2,0.4%,127.5,1,0,1,0,100.0%,50.0%,.000,1,0,0,1,0,0
縦スライダー,1,0.2%,130.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
スクリュー,1,0.2%,134.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
高速スライダー,1,0.2%,140.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
