条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.25,44,36,9,0,1,0,7,4,3,1,0
対左投手,0.225,88,80,18,4,1,1,12,6,1,1,0
