条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.200,6,5,1,1,0,0,0,0,0,1,0,0.2
1-0より,.250,9,8,2,1,0,1,0,0,0,1,0,0.25
2-0より,.000,5,5,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.333,12,12,4,1,0,0,0,0,0,0,0,0.333
1-1より,.500,10,8,4,0,2,0,0,0,2,0,0,0.6
2-1より,.222,9,9,2,0,0,0,0,0,0,0,0,0.222
3-1より,.000,4,2,0,0,0,0,0,2,0,0,0,0.5
0-2より,.000,3,3,0,0,0,0,1,0,0,0,0,0.0
1-2より,.269,27,26,7,0,0,0,9,0,1,0,0,0.296
2-2より,.200,26,25,5,0,0,0,5,0,1,0,0,0.231
3-2より,.154,20,13,2,1,0,0,4,7,0,0,0,0.45
