球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,21,51.2%,145.6,1,0,12,3,61.9%,5.6%,.000,5,0,0,0,0,0
フォーク,5,12.2%,136.5,1,1,1,0,60.0%,25.0%,.000,2,0,0,0,0,0
縦スライダー,4,9.8%,132.3,0,1,1,2,50.0%,0.0%,-,0,0,0,0,0,0
カットボール,4,9.8%,142.3,1,0,2,1,75.0%,33.3%,-,0,0,0,0,0,0
チェンジアップ,3,7.3%,129.0,0,0,0,1,0.0%,0.0%,.500,2,1,0,0,0,0
スライダー,2,4.9%,121.0,0,0,0,0,0.0%,0.0%,.500,2,1,0,0,0,0
カーブ,2,4.9%,116.0,0,0,0,1,0.0%,0.0%,.000,1,0,0,0,0,0
