チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
日本ハム,.111,3,9,9,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,.111,.111,0.222
楽天,.111,3,10,9,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,.200,.111,0.311
オリックス,.125,3,8,8,1,1,1,0,0,2,1,3,0,0,0,0,0,0,0,0,.125,.250,0.375
西武,.000,2,5,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.000,.000,0.0
