条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.000,20,20,0,0,0,0,0,7,0,0,0,0,.000
1塁,.111,9,9,1,0,0,0,0,3,0,0,0,0,.111
2塁,.500,2,2,1,1,0,0,1,0,0,0,0,0,.500
3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
1・2塁,1.000,1,1,1,0,0,0,1,0,0,0,0,0,1.000
1・3塁,.000,2,2,0,0,0,0,0,1,0,0,0,0,.000
2・3塁,.000,1,1,0,0,0,0,0,0,0,0,0,0,.000
満塁,-,1,0,0,0,0,0,1,0,1,0,0,0,1.000
得点圏,.333,7,6,2,1,0,0,3,1,1,0,0,0,.429
