球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
バンテリンドーム,.114,14,39,35,3,4,2,0,1,9,2,7,4,1,0,0,0,0,0,0,.205,.257,0.462
東京ドーム,.286,2,7,7,1,2,0,0,1,5,1,2,0,0,0,0,0,0,0,0,.286,.714,1.0
甲子園,.000,3,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.167,.000,0.167
横浜,.500,2,4,4,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,.500,.500,1.0
マツダスタジアム,.250,2,4,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.250,.250,0.5
神宮,.125,2,8,8,0,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0,.125,.250,0.375
Ce その他,-,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.000,-,1.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
