左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
60.0% (30),60.0% (30),60.0% (30),28.0% (14),28.0% (14),28.0% (14),12.0% (6),12.0% (6),12.0% (6)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
62.5% (5),100.0% (2),57.5% (23),25.0% (2),0.0% (0),30.0% (12),12.5% (1),0.0% (0),12.5% (5)
