条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.138,34,29,4,1,0,0,8,5,0,0,0
対左投手,0.176,35,34,6,2,0,2,5,1,0,0,0
