球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,108,41.9%,146.8,7,17,19,41,39.8%,14.0%,.154,26,4,0,2,2,0
フォーク,36,14.0%,133.6,9,2,12,7,63.9%,33.3%,.167,12,2,0,6,1,0
スライダー,27,10.5%,130.7,3,2,9,9,51.9%,18.8%,.200,5,1,0,1,1,0
カーブ,17,6.6%,116.9,3,7,2,4,70.6%,50.0%,.000,2,0,0,1,0,0
ツーシーム,16,6.2%,139.0,3,1,4,4,50.0%,27.3%,.167,6,1,1,2,1,0
カットボール,16,6.2%,137.7,4,1,3,5,50.0%,40.0%,.500,4,2,1,1,0,0
チェンジアップ,13,5.0%,132.5,1,1,2,5,30.8%,14.3%,.000,4,0,0,0,0,0
シュート,12,4.7%,145.6,0,1,4,4,41.7%,0.0%,.000,3,0,0,0,0,0
スプリット,5,1.9%,136.8,0,0,2,3,40.0%,0.0%,-,0,0,0,0,0,0
高速スライダー,4,1.6%,138.0,0,0,1,2,25.0%,0.0%,.000,1,0,0,0,0,0
縦スライダー,1,0.4%,124.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
ナックルカーブ,1,0.4%,-,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
パーム,1,0.4%,115.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
ワンシーム,1,0.4%,145.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
