条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.154,73,65,10,0,0,2,25,6,1,0,1
対左打者,0.175,69,57,10,3,0,0,18,9,1,2,0
