種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.37,20,0,20,2,0,3,4,5,6,2,0,19.2,12,2,23,7,1,5,3,0.97,0.171,-,3.93
Visitor,0.57,17,0,17,0,1,4,7,4,7,0,1,15.2,8,0,20,8,1,1,1,1.02,0.154,-,15.67
