アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,24,23.3%,安打,20,51.3%
フライ,34,33.0%,四死球,17,43.6%
空三振,33,32.0%,失策出塁,2,5.1%
見三振,10,9.7%,野選,0,0.0%
犠打,2,1.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
